Journal,ISSN,eISSN,Category,IF,Quartile,Edition
Environmental Science & Technology Letters,2328-8930,,"ENGINEERING, ENVIRONMENTAL",11.558,Q1,SCIE
Environmental Science & Technology Letters,2328-8930,, ENVIRONMENTAL SCIENCES,11.558,Q1,SCIE
International Journal of Mental Health and Addiction,1557-1874,1557-1882,SUBSTANCE ABUSE,11.555,Q1,SCIE
International Journal of Mental Health and Addiction,1557-1874,1557-1882, PSYCHIATRY,11.555,Q1,SSCI
International Journal of Mental Health and Addiction,1557-1874,1557-1882, PSYCHIATRY,11.555,Q1,SCIE
International Journal of Mental Health and Addiction,1557-1874,1557-1882, SUBSTANCE ABUSE,11.555,Q1,SSCI
International Journal of Mental Health and Addiction,1557-1874,1557-1882," PSYCHOLOGY, CLINICAL",11.555,Q1,SSCI
Journal of Advanced Ceramics,2226-4108,2227-8508,"MATERIALS SCIENCE, CERAMICS",11.534,Q1,SCIE
ENERGY CONVERSION AND MANAGEMENT,0196-8904,1879-2227,ENERGY & FUELS,11.533,Q1,SCIE
ENERGY CONVERSION AND MANAGEMENT,0196-8904,1879-2227, MECHANICS,11.533,Q1,SCIE
ENERGY CONVERSION AND MANAGEMENT,0196-8904,1879-2227, THERMODYNAMICS,11.533,Q1,SCIE
FOOD HYDROCOLLOIDS,0268-005X,1873-7137,FOOD SCIENCE & TECHNOLOGY,11.504,Q1,SCIE
FOOD HYDROCOLLOIDS,0268-005X,1873-7137," CHEMISTRY, APPLIED",11.504,Q1,SCIE
Wiley Interdisciplinary Reviews-Computational Molecular Science,1759-0876,1759-0884,"CHEMISTRY, MULTIDISCIPLINARY",11.5,Q1,SCIE
Wiley Interdisciplinary Reviews-Computational Molecular Science,1759-0876,1759-0884, MATHEMATICAL & COMPUTATIONAL BIOLOGY,11.5,Q1,SCIE
AMERICAN ECONOMIC REVIEW,0002-8282,1944-7981,ECONOMICS,11.49,Q1,SSCI
IEEE Transactions on Systems Man Cybernetics-Systems,2168-2216,2168-2232,AUTOMATION & CONTROL SYSTEMS,11.471,Q1,SCIE
IEEE Transactions on Systems Man Cybernetics-Systems,2168-2216,2168-2232," COMPUTER SCIENCE, CYBERNETICS",11.471,Q1,SCIE
JOURNAL OF CONTROLLED RELEASE,0168-3659,1873-4995,PHARMACOLOGY & PHARMACY,11.467,Q1,SCIE
JOURNAL OF CONTROLLED RELEASE,0168-3659,1873-4995," CHEMISTRY, MULTIDISCIPLINARY",11.467,Q1,SCIE
Biochar,2524-7972,2524-7867,SOIL SCIENCE,11.452,Q1,SCIE
Biochar,2524-7972,2524-7867, ENVIRONMENTAL SCIENCES,11.452,Q1,SCIE
APPLIED ENERGY,0306-2619,1872-9118,ENERGY & FUELS,11.446,Q1,SCIE
APPLIED ENERGY,0306-2619,1872-9118," ENGINEERING, CHEMICAL",11.446,Q1,SCIE
DRUGS,0012-6667,1179-1950,PHARMACOLOGY & PHARMACY,11.431,Q1,SCIE
DRUGS,0012-6667,1179-1950, TOXICOLOGY,11.431,Q1,SCIE
BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON CANCER,0304-419X,1879-2561,BIOCHEMISTRY & MOLECULAR BIOLOGY,11.414,Q1,SCIE
BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON CANCER,0304-419X,1879-2561, ONCOLOGY,11.414,Q1,SCIE
BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON CANCER,0304-419X,1879-2561, BIOPHYSICS,11.414,Q1,SCIE
SLEEP MEDICINE REVIEWS,1087-0792,1532-2955,CLINICAL NEUROLOGY,11.401,Q1,SCIE
SLEEP MEDICINE REVIEWS,1087-0792,1532-2955, NEUROSCIENCES,11.401,Q1,SCIE
CLINICAL PSYCHOLOGY REVIEW,0272-7358,1873-7811,"PSYCHOLOGY, CLINICAL",11.397,Q1,SSCI
TECHNOVATION,0166-4972,1879-2383,MANAGEMENT,11.373,Q1,SSCI
TECHNOVATION,0166-4972,1879-2383," ENGINEERING, INDUSTRIAL",11.373,Q1,SCIE
TECHNOVATION,0166-4972,1879-2383, OPERATIONS RESEARCH & MANAGEMENT SCIENCE,11.373,Q1,SCIE
Neurology-Neuroimmunology & Neuroinflammation,2332-7812,2332-7812,NEUROSCIENCES,11.36,Q1,SCIE
Neurology-Neuroimmunology & Neuroinflammation,2332-7812,2332-7812, CLINICAL NEUROLOGY,11.36,Q1,SCIE
ENVIRONMENTAL SCIENCE & TECHNOLOGY,0013-936X,1520-5851,ENVIRONMENTAL SCIENCES,11.357,Q1,SCIE
ENVIRONMENTAL SCIENCE & TECHNOLOGY,0013-936X,1520-5851," ENGINEERING, ENVIRONMENTAL",11.357,Q1,SCIE
Tourism Geographies,1461-6688,1470-1340,"HOSPITALITY, LEISURE, SPORT & TOURISM",11.355,Q1,SSCI
CANADIAN JOURNAL OF AGRICULTURAL ECONOMICS-REVUE CANADIENNE D AGROECONOMIE,0008-3976,1744-7976,ECONOMICS,11.353,Q1,SSCI
CANADIAN JOURNAL OF AGRICULTURAL ECONOMICS-REVUE CANADIENNE D AGROECONOMIE,0008-3976,1744-7976, AGRICULTURAL ECONOMICS & POLICY,11.353,Q1,SCIE
Applied Mechanics Reviews,0003-6900,2379-0407,MECHANICS,11.345,Q1,SCIE
Small Structures,,2688-4062,NANOSCIENCE & NANOTECHNOLOGY,11.343,Q1,SCIE
Small Structures,,2688-4062," MATERIALS SCIENCE, MULTIDISCIPLINARY",11.343,Q1,SCIE
Small Structures,,2688-4062," CHEMISTRY, PHYSICAL",11.343,Q1,SCIE
Annual Review of Biomedical Engineering,1523-9829,1545-4274,"ENGINEERING, BIOMEDICAL",11.324,Q1,SCIE
COMPOSITES PART B-ENGINEERING,1359-8368,1879-1069,"MATERIALS SCIENCE, COMPOSITES",11.322,Q1,SCIE
COMPOSITES PART B-ENGINEERING,1359-8368,1879-1069," ENGINEERING, MULTIDISCIPLINARY",11.322,Q1,SCIE
JOURNAL OF INTERACTIVE MARKETING,1094-9968,1520-6653,BUSINESS,11.318,Q1,SSCI
CARBON,0008-6223,1873-3891,"CHEMISTRY, PHYSICAL",11.307,Q1,SCIE
CARBON,0008-6223,1873-3891," MATERIALS SCIENCE, MULTIDISCIPLINARY",11.307,Q1,SCIE
PROGRESS IN CARDIOVASCULAR DISEASES,0033-0620,1873-1740,CARDIAC & CARDIOVASCULAR SYSTEMS,11.278,Q1,SCIE
ANNALS OF NEUROLOGY,0364-5134,1531-8249,NEUROSCIENCES,11.274,Q1,SCIE
ANNALS OF NEUROLOGY,0364-5134,1531-8249, CLINICAL NEUROLOGY,11.274,Q1,SCIE
ECOLOGY LETTERS,1461-023X,1461-0248,ECOLOGY,11.274,Q1,SCIE
SUPPLY CHAIN MANAGEMENT-AN INTERNATIONAL JOURNAL,1359-8546,1758-6852,BUSINESS,11.263,Q1,SSCI
SUPPLY CHAIN MANAGEMENT-AN INTERNATIONAL JOURNAL,1359-8546,1758-6852, MANAGEMENT,11.263,Q1,SSCI
INTERNATIONAL JOURNAL OF PRODUCTION ECONOMICS,0925-5273,1873-7579,"ENGINEERING, MANUFACTURING",11.251,Q1,SCIE
INTERNATIONAL JOURNAL OF PRODUCTION ECONOMICS,0925-5273,1873-7579, OPERATIONS RESEARCH & MANAGEMENT SCIENCE,11.251,Q1,SCIE
INTERNATIONAL JOURNAL OF PRODUCTION ECONOMICS,0925-5273,1873-7579," ENGINEERING, INDUSTRIAL",11.251,Q1,SCIE
COMPUTERS IN INDUSTRY,0166-3615,1872-6194,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS",11.245,Q1,SCIE
PSYCHIATRY RESEARCH,0165-1781,1872-7123,PSYCHIATRY,11.225,Q1,SSCI
PSYCHIATRY RESEARCH,0165-1781,1872-7123, PSYCHIATRY,11.225,Q1,SCIE
Journal of Innovation & Knowledge,2530-7614,2444-569X,BUSINESS,11.219,Q1,SSCI
Journal of Innovation & Knowledge,2530-7614,2444-569X, MANAGEMENT,11.219,Q1,SSCI
ISME Journal,1751-7362,1751-7370,MICROBIOLOGY,11.217,Q1,SCIE
ISME Journal,1751-7362,1751-7370, ECOLOGY,11.217,Q1,SCIE
DESALINATION,0011-9164,1873-4464,WATER RESOURCES,11.211,Q1,SCIE
DESALINATION,0011-9164,1873-4464," ENGINEERING, CHEMICAL",11.211,Q1,SCIE
CRITICAL REVIEWS IN FOOD SCIENCE AND NUTRITION,1040-8398,1549-7852,FOOD SCIENCE & TECHNOLOGY,11.208,Q1,SCIE
CRITICAL REVIEWS IN FOOD SCIENCE AND NUTRITION,1040-8398,1549-7852, NUTRITION & DIETETICS,11.208,Q1,SCIE
EBioMedicine,2352-3964,2352-3964,"MEDICINE, RESEARCH & EXPERIMENTAL",11.205,Q1,SCIE
JOURNAL OF RETAILING,0022-4359,1873-3271,BUSINESS,11.19,Q1,SSCI
COMPUTERS & EDUCATION,0360-1315,1873-782X,EDUCATION & EDUCATIONAL RESEARCH,11.182,Q1,SSCI
COMPUTERS & EDUCATION,0360-1315,1873-782X," COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS",11.182,Q1,SCIE
CRITICAL REVIEWS IN SOLID STATE AND MATERIALS SCIENCES,1040-8436,1547-6561,"PHYSICS, CONDENSED MATTER",11.178,Q1,SCIE
CRITICAL REVIEWS IN SOLID STATE AND MATERIALS SCIENCES,1040-8436,1547-6561," MATERIALS SCIENCE, MULTIDISCIPLINARY",11.178,Q1,SCIE
European Heart Journal-Cardiovascular Pharmacotherapy,2055-6837,2055-6845,CARDIAC & CARDIOVASCULAR SYSTEMS,11.177,Q1,SCIE
European Heart Journal-Cardiovascular Pharmacotherapy,2055-6837,2055-6845, PHARMACOLOGY & PHARMACY,11.177,Q1,SCIE
ACS Materials Letters,,2639-4979,"MATERIALS SCIENCE, MULTIDISCIPLINARY",11.17,Q1,SCIE
GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,0959-3780,1872-9495,ENVIRONMENTAL SCIENCES,11.16,Q1,SCIE
GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,0959-3780,1872-9495, GEOGRAPHY,11.16,Q1,SSCI
GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,0959-3780,1872-9495, ENVIRONMENTAL STUDIES,11.16,Q1,SSCI
BMC Medicine,1741-7015,1741-7015,"MEDICINE, GENERAL & INTERNAL",11.15,Q1,SCIE
BRITISH JOURNAL OF SURGERY,0007-1323,1365-2168,SURGERY,11.122,Q1,SCIE
BRITISH JOURNAL OF DERMATOLOGY,0007-0963,1365-2133,DERMATOLOGY,11.113,Q1,SCIE
MAYO CLINIC PROCEEDINGS,0025-6196,1942-5546,"MEDICINE, GENERAL & INTERNAL",11.104,Q1,SCIE
JOURNAL OF INTERNATIONAL BUSINESS STUDIES,0047-2506,1478-6990,MANAGEMENT,11.103,Q1,SSCI
JOURNAL OF INTERNATIONAL BUSINESS STUDIES,0047-2506,1478-6990, BUSINESS,11.103,Q1,SSCI
Advanced Healthcare Materials,2192-2640,2192-2659,"ENGINEERING, BIOMEDICAL",11.092,Q1,SCIE
Advanced Healthcare Materials,2192-2640,2192-2659," MATERIALS SCIENCE, BIOMATERIALS",11.092,Q1,SCIE
Advanced Healthcare Materials,2192-2640,2192-2659, NANOSCIENCE & NANOTECHNOLOGY,11.092,Q1,SCIE
Cell Systems,2405-4712,2405-4720,BIOCHEMISTRY & MOLECULAR BIOLOGY,11.091,Q1,SCIE
Cell Systems,2405-4712,2405-4720, CELL BIOLOGY,11.091,Q1,SCIE
JOURNAL OF NUCLEAR MEDICINE,0161-5505,1535-5667,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",11.082,Q1,SCIE
JACC-Cardiovascular Interventions,1936-8798,1876-7605,CARDIAC & CARDIOVASCULAR SYSTEMS,11.075,Q1,SCIE
Journal of Cleaner Production,0959-6526,1879-1786,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,11.072,Q1,SCIE
Journal of Cleaner Production,0959-6526,1879-1786," ENGINEERING, ENVIRONMENTAL",11.072,Q1,SCIE
Journal of Cleaner Production,0959-6526,1879-1786, ENVIRONMENTAL SCIENCES,11.072,Q1,SCIE
AMERICAN JOURNAL OF KIDNEY DISEASES,0272-6386,1523-6838,UROLOGY & NEPHROLOGY,11.072,Q1,SCIE
EXERCISE IMMUNOLOGY REVIEW,1077-5552,1077-5552,IMMUNOLOGY,11.067,Q1,SCIE
EXERCISE IMMUNOLOGY REVIEW,1077-5552,1077-5552, SPORT SCIENCES,11.067,Q1,SCIE
Biofabrication,1758-5082,1758-5090,"MATERIALS SCIENCE, BIOMATERIALS",11.061,Q1,SCIE
Biofabrication,1758-5082,1758-5090," ENGINEERING, BIOMEDICAL",11.061,Q1,SCIE
HAEMATOLOGICA,0390-6078,,HEMATOLOGY,11.047,Q1,SCIE
REVIEWS IN MEDICAL VIROLOGY,1052-9276,1099-1654,VIROLOGY,11.043,Q1,SCIE
AMERICAN JOURNAL OF HUMAN GENETICS,0002-9297,1537-6605,GENETICS & HEREDITY,11.043,Q1,SCIE
IEEE TRANSACTIONS ON IMAGE PROCESSING,1057-7149,1941-0042,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",11.041,Q1,SCIE
IEEE TRANSACTIONS ON IMAGE PROCESSING,1057-7149,1941-0042," ENGINEERING, ELECTRICAL & ELECTRONIC",11.041,Q1,SCIE
IEEE TRANSACTIONS ON MEDICAL IMAGING,0278-0062,1558-254X,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",11.037,Q1,SCIE
IEEE TRANSACTIONS ON MEDICAL IMAGING,0278-0062,1558-254X," ENGINEERING, ELECTRICAL & ELECTRONIC",11.037,Q1,SCIE
IEEE TRANSACTIONS ON MEDICAL IMAGING,0278-0062,1558-254X," COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS",11.037,Q1,SCIE
IEEE TRANSACTIONS ON MEDICAL IMAGING,0278-0062,1558-254X, IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY,11.037,Q1,SCIE
IEEE TRANSACTIONS ON MEDICAL IMAGING,0278-0062,1558-254X," ENGINEERING, BIOMEDICAL",11.037,Q1,SCIE
Research,,2639-5274,MULTIDISCIPLINARY SCIENCES,11.036,Q1,SCIE
ENVIRONMENTAL HEALTH PERSPECTIVES,0091-6765,1552-9924,TOXICOLOGY,11.035,Q1,SCIE
ENVIRONMENTAL HEALTH PERSPECTIVES,0091-6765,1552-9924, ENVIRONMENTAL SCIENCES,11.035,Q1,SCIE
ENVIRONMENTAL HEALTH PERSPECTIVES,0091-6765,1552-9924," PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",11.035,Q1,SCIE
GREEN CHEMISTRY,1463-9262,1463-9270,"CHEMISTRY, MULTIDISCIPLINARY",11.034,Q1,SCIE
GREEN CHEMISTRY,1463-9262,1463-9270, GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,11.034,Q1,SCIE
Journal of Allergy and Clinical Immunology-In Practice,2213-2198,2213-2201,ALLERGY,11.022,Q1,SCIE
Journal of Allergy and Clinical Immunology-In Practice,2213-2198,2213-2201, IMMUNOLOGY,11.022,Q1,SCIE
Materials Today Physics,2542-5293,2542-5293,"MATERIALS SCIENCE, MULTIDISCIPLINARY",11.021,Q1,SCIE
Materials Today Physics,2542-5293,2542-5293," PHYSICS, APPLIED",11.021,Q1,SCIE
IEEE Transactions on Services Computing,1939-1374,1939-1374,"COMPUTER SCIENCE, SOFTWARE ENGINEERING",11.019,Q1,SCIE
IEEE Transactions on Services Computing,1939-1374,1939-1374," COMPUTER SCIENCE, INFORMATION SYSTEMS",11.019,Q1,SCIE
AGING CELL,1474-9718,1474-9726,CELL BIOLOGY,11.005,Q1,SCIE
AGING CELL,1474-9718,1474-9726, GERIATRICS & GERONTOLOGY,11.005,Q1,SCIE
IMMUNOLOGICAL REVIEWS,0105-2896,1600-065X,IMMUNOLOGY,10.983,Q1,SCIE
ACADEMY OF MANAGEMENT JOURNAL,0001-4273,1948-0989,MANAGEMENT,10.979,Q1,SSCI
ACADEMY OF MANAGEMENT JOURNAL,0001-4273,1948-0989, BUSINESS,10.979,Q1,SSCI
Current Forestry Reports,2198-6436,2198-6436,FORESTRY,10.975,Q1,SCIE
Journal of Retailing and Consumer Services,0969-6989,1873-1384,BUSINESS,10.972,Q1,SSCI
JOURNAL OF BUSINESS RESEARCH,0148-2963,1873-7978,BUSINESS,10.969,Q1,SSCI
Virtual and Physical Prototyping,1745-2759,1745-2767,"MATERIALS SCIENCE, MULTIDISCIPLINARY",10.962,Q1,SCIE
Virtual and Physical Prototyping,1745-2759,1745-2767," ENGINEERING, MANUFACTURING",10.962,Q1,SCIE
Laser & Photonics Reviews,1863-8880,1863-8899,OPTICS,10.947,Q1,SCIE
Laser & Photonics Reviews,1863-8880,1863-8899," PHYSICS, CONDENSED MATTER",10.947,Q1,SCIE
Laser & Photonics Reviews,1863-8880,1863-8899," PHYSICS, APPLIED",10.947,Q1,SCIE
PSYCHOLOGICAL METHODS,1082-989X,1939-1463,"PSYCHOLOGY, MULTIDISCIPLINARY",10.929,Q1,SSCI
CURRENT BIOLOGY,0960-9822,1879-0445,CELL BIOLOGY,10.9,Q1,SCIE
CURRENT BIOLOGY,0960-9822,1879-0445, BIOCHEMISTRY & MOLECULAR BIOLOGY,10.9,Q1,SCIE
CURRENT BIOLOGY,0960-9822,1879-0445, BIOLOGY,10.9,Q1,SCIE
PROGRESS IN NEUROBIOLOGY,0301-0082,1873-5118,NEUROSCIENCES,10.885,Q1,SCIE
TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,0040-1625,1873-5509,BUSINESS,10.884,Q1,SSCI
TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,0040-1625,1873-5509, REGIONAL & URBAN PLANNING,10.884,Q1,SSCI
Obesity Reviews,1467-7881,1467-789X,ENDOCRINOLOGY & METABOLISM,10.867,Q1,SCIE
Annual Review of Phytopathology,0066-4286,1545-2107,PLANT SCIENCES,10.85,Q1,SCIE
Journal of Big Data,,2196-1115,"COMPUTER SCIENCE, THEORY & METHODS",10.835,Q1,SCIE
CLINICAL REVIEWS IN ALLERGY & IMMUNOLOGY,1080-0549,1559-0267,IMMUNOLOGY,10.817,Q1,SCIE
CLINICAL REVIEWS IN ALLERGY & IMMUNOLOGY,1080-0549,1559-0267, ALLERGY,10.817,Q1,SCIE
Business Strategy and the Environment,0964-4733,1099-0836,MANAGEMENT,10.801,Q1,SSCI
Business Strategy and the Environment,0964-4733,1099-0836, BUSINESS,10.801,Q1,SSCI
Business Strategy and the Environment,0964-4733,1099-0836, ENVIRONMENTAL STUDIES,10.801,Q1,SSCI
Redox Biology,2213-2317,2213-2317,BIOCHEMISTRY & MOLECULAR BIOLOGY,10.787,Q1,SCIE
CLINICAL NUCLEAR MEDICINE,0363-9762,1536-0229,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",10.782,Q1,SCIE
NPG Asia Materials,1884-4049,1884-4057,"MATERIALS SCIENCE, MULTIDISCIPLINARY",10.761,Q1,SCIE
Materials Today Bio,2590-0064,2590-0064,"ENGINEERING, BIOMEDICAL",10.761,Q1,SCIE
Materials Today Bio,2590-0064,2590-0064," MATERIALS SCIENCE, BIOMATERIALS",10.761,Q1,SCIE
npj Quantum Information,,2056-6387,"PHYSICS, ATOMIC, MOLECULAR & CHEMICAL",10.758,Q1,SCIE
npj Quantum Information,,2056-6387," PHYSICS, CONDENSED MATTER",10.758,Q1,SCIE
npj Quantum Information,,2056-6387," PHYSICS, APPLIED",10.758,Q1,SCIE
npj Quantum Information,,2056-6387, QUANTUM SCIENCE & TECHNOLOGY,10.758,Q1,SCIE
SCIENCE OF THE TOTAL ENVIRONMENT,0048-9697,1879-1026,ENVIRONMENTAL SCIENCES,10.753,Q1,SCIE
International Journal of Biological Sciences,1449-2288,1449-2288,BIOCHEMISTRY & MOLECULAR BIOLOGY,10.75,Q1,SCIE
CARBOHYDRATE POLYMERS,0144-8617,1879-1344,"CHEMISTRY, ORGANIC",10.723,Q1,SCIE
CARBOHYDRATE POLYMERS,0144-8617,1879-1344," CHEMISTRY, APPLIED",10.723,Q1,SCIE
CARBOHYDRATE POLYMERS,0144-8617,1879-1344, POLYMER SCIENCE,10.723,Q1,SCIE
Journal of Physiotherapy,1836-9553,1836-9561,ORTHOPEDICS,10.714,Q1,SCIE
Journal of Physiotherapy,1836-9553,1836-9561, REHABILITATION,10.714,Q1,SCIE
ANNUAL REVIEWS IN CONTROL,1367-5788,1872-9088,AUTOMATION & CONTROL SYSTEMS,10.699,Q1,SCIE
Sustainable Cities and Society,2210-6707,2210-6715,CONSTRUCTION & BUILDING TECHNOLOGY,10.696,Q1,SCIE
Sustainable Cities and Society,2210-6707,2210-6715, ENERGY & FUELS,10.696,Q1,SCIE
Sustainable Cities and Society,2210-6707,2210-6715, GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,10.696,Q1,SCIE
AMERICAN JOURNAL OF OBSTETRICS AND GYNECOLOGY,0002-9378,1097-6868,OBSTETRICS & GYNECOLOGY,10.693,Q1,SCIE
Bioengineering & Translational Medicine,,2380-6761,"ENGINEERING, BIOMEDICAL",10.684,Q1,SCIE
Sustainable Materials and Technologies,2214-9937,2214-9937,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,10.681,Q1,SCIE
Sustainable Materials and Technologies,2214-9937,2214-9937, ENERGY & FUELS,10.681,Q1,SCIE
Sustainable Materials and Technologies,2214-9937,2214-9937," MATERIALS SCIENCE, MULTIDISCIPLINARY",10.681,Q1,SCIE
SEMINARS IN IMMUNOLOGY,1044-5323,1096-3618,IMMUNOLOGY,10.671,Q1,SCIE
BRITISH JOURNAL OF PSYCHIATRY,0007-1250,1472-1465,PSYCHIATRY,10.671,Q1,SCIE
BRITISH JOURNAL OF PSYCHIATRY,0007-1250,1472-1465, PSYCHIATRY,10.671,Q1,SSCI
HUMAN RESOURCE MANAGEMENT REVIEW,1053-4822,1873-7889,MANAGEMENT,10.667,Q1,SSCI
ANGIOGENESIS,0969-6970,1573-7209,PERIPHERAL VASCULAR DISEASE,10.658,Q1,SCIE
Optica,2334-2536,2334-2536,OPTICS,10.644,Q1,SCIE
Acta Biomaterialia,1742-7061,1878-7568,"MATERIALS SCIENCE, BIOMATERIALS",10.633,Q1,SCIE
Acta Biomaterialia,1742-7061,1878-7568," ENGINEERING, BIOMEDICAL",10.633,Q1,SCIE
BLOOD REVIEWS,0268-960X,1532-1681,HEMATOLOGY,10.626,Q1,SCIE
Reviews in Aquaculture,1753-5123,1753-5131,FISHERIES,10.618,Q1,SCIE
Clinical Journal of the American Society of Nephrology,1555-9041,1555-905X,UROLOGY & NEPHROLOGY,10.614,Q1,SCIE
PSYCHOLOGICAL MEDICINE,0033-2917,1469-8978,"PSYCHOLOGY, CLINICAL",10.592,Q1,SSCI
PSYCHOLOGICAL MEDICINE,0033-2917,1469-8978, PSYCHOLOGY,10.592,Q1,SCIE
PSYCHOLOGICAL MEDICINE,0033-2917,1469-8978, PSYCHIATRY,10.592,Q1,SSCI
PSYCHOLOGICAL MEDICINE,0033-2917,1469-8978, PSYCHIATRY,10.592,Q1,SCIE
TRENDS IN ENDOCRINOLOGY AND METABOLISM,1043-2760,1879-3061,ENDOCRINOLOGY & METABOLISM,10.586,Q1,SCIE
Qualitative Research in Psychology,1478-0887,1478-0895,"PSYCHOLOGY, MULTIDISCIPLINARY",10.568,Q1,SSCI
BUSINESS HORIZONS,0007-6813,1873-6068,BUSINESS,10.562,Q1,SSCI
JOURNAL OF MEMBRANE SCIENCE,0376-7388,1873-3123,"ENGINEERING, CHEMICAL",10.53,Q1,SCIE
JOURNAL OF MEMBRANE SCIENCE,0376-7388,1873-3123, POLYMER SCIENCE,10.53,Q1,SCIE
TRENDS IN PARASITOLOGY,1471-4922,1471-5007,PARASITOLOGY,10.528,Q1,SCIE
AUTOMATION IN CONSTRUCTION,0926-5805,1872-7891,CONSTRUCTION & BUILDING TECHNOLOGY,10.517,Q1,SCIE
AUTOMATION IN CONSTRUCTION,0926-5805,1872-7891," ENGINEERING, CIVIL",10.517,Q1,SCIE
npj 2D Materials and Applications,,2397-7132,"PHYSICS, APPLIED",10.516,Q1,SCIE
npj 2D Materials and Applications,,2397-7132, NANOSCIENCE & NANOTECHNOLOGY,10.516,Q1,SCIE
npj 2D Materials and Applications,,2397-7132," MATERIALS SCIENCE, MULTIDISCIPLINARY",10.516,Q1,SCIE
POPULATION AND DEVELOPMENT REVIEW,0098-7921,1728-4457,DEMOGRAPHY,10.515,Q1,SSCI
POPULATION AND DEVELOPMENT REVIEW,0098-7921,1728-4457, SOCIOLOGY,10.515,Q1,SSCI
ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY,1079-5642,1524-4636,HEMATOLOGY,10.514,Q1,SCIE
ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY,1079-5642,1524-4636, PERIPHERAL VASCULAR DISEASE,10.514,Q1,SCIE
CHEMISTRY OF MATERIALS,0897-4756,1520-5002,"MATERIALS SCIENCE, MULTIDISCIPLINARY",10.508,Q1,SCIE
CHEMISTRY OF MATERIALS,0897-4756,1520-5002," CHEMISTRY, PHYSICAL",10.508,Q1,SCIE
Protection and Control of Modern Power Systems,2367-2617,2367-0983,ENERGY & FUELS,10.5,Q1,SCIE
Protection and Control of Modern Power Systems,2367-2617,2367-0983," ENGINEERING, ELECTRICAL & ELECTRONIC",10.5,Q1,SCIE
ACM Transactions on Intelligent Systems and Technology,2157-6904,2157-6912,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",10.489,Q1,SCIE
ACM Transactions on Intelligent Systems and Technology,2157-6904,2157-6912," COMPUTER SCIENCE, INFORMATION SYSTEMS",10.489,Q1,SCIE
Infectious Diseases of Poverty,2095-5162,2049-9957,PARASITOLOGY,10.485,Q1,SCIE
Infectious Diseases of Poverty,2095-5162,2049-9957, INFECTIOUS DISEASES,10.485,Q1,SCIE
Infectious Diseases of Poverty,2095-5162,2049-9957, TROPICAL MEDICINE,10.485,Q1,SCIE
INTERNATIONAL JOURNAL OF SOCIAL PSYCHIATRY,0020-7640,1741-2854,PSYCHIATRY,10.461,Q1,SSCI
DIABETOLOGIA,0012-186X,1432-0428,ENDOCRINOLOGY & METABOLISM,10.46,Q1,SCIE
Circulation-Heart Failure,1941-3289,1941-3297,CARDIAC & CARDIOVASCULAR SYSTEMS,10.447,Q1,SCIE
MATRIX BIOLOGY,0945-053X,1569-1802,CELL BIOLOGY,10.447,Q1,SCIE
MATRIX BIOLOGY,0945-053X,1569-1802, BIOCHEMISTRY & MOLECULAR BIOLOGY,10.447,Q1,SCIE
International Journal of Hospitality Management,0278-4319,1873-4693,"HOSPITALITY, LEISURE, SPORT & TOURISM",10.427,Q1,SSCI
Inflammation and Regeneration,,1880-8190,"MEDICINE, RESEARCH & EXPERIMENTAL",10.426,Q1,SCIE
Inflammation and Regeneration,,1880-8190, IMMUNOLOGY,10.426,Q1,SCIE
EUROPEAN UROLOGY SUPPLEMENTS,1569-9056,1878-1500,UROLOGY & NEPHROLOGY,10.417,Q1,SCIE
THROMBOSIS RESEARCH,0049-3848,1879-2472,HEMATOLOGY,10.407,Q1,SCIE
THROMBOSIS RESEARCH,0049-3848,1879-2472, PERIPHERAL VASCULAR DISEASE,10.407,Q1,SCIE
Reviews in Fisheries Science & Aquaculture,2330-8249,2330-8257,FISHERIES,10.405,Q1,SCIE
Globalization and Health,,1744-8603,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",10.401,Q1,SCIE
